time,ECI_X,ECI_Y,ECI_Z,Vx,Vy,Vz,v,r,E,a,n,T,h,h_x,h_y,h_z,e,e_x,e_y,e_z,p,ra,rp,b,f,E_anom,M,gamma,i,laan,omega,lat,lon,alt
2.4615684841e+03,-9.9156223207e+03,9.5924890755e+03,-1.4204061502e+00,-7.2443939776e+00,-1.4576439834e-01,-1.0355725867e-03,7.2458603654e+00,1.3796210157e+04,-2.6289894031e+00,7.5777749337e+04,3.0259915672e-05,2.0764054254e+05,7.0937115536e+04,-1.0140763373e+01,2.1635104599e-02,7.0937114811e+04,9.1287175631e-01,6.9276911757e-01,5.9447942222e-01,9.8852992364e-05,1.2629510454e+04,1.4495311646e+05,6.6023822103e+03,3.0935996468e+04,1.6635674151e+00,4.6010488217e-01,5.4751404657e-02,7.8184242162e-01,1.4295459350e-04,1.5729298024e+00,2.2821194135e+00,-1.0044483027e-04,2.2805270597e-01,7.5182101559e+03
2.4789495046e+03,-1.0041310451e+04,9.5897370455e+03,-1.4383729455e+00,-7.2183220245e+00,-1.7082478371e-01,-1.0318355420e-03,7.2203431373e+00,1.3884918950e+04,-2.6290463488e+00,7.5776107975e+04,3.0260898852e-05,2.0763379627e+05,7.0937115536e+04,-1.0140741269e+01,2.1658100290e-02,7.0937114811e+04,9.1286977899e-01,6.9276774097e-01,5.9447799008e-01,9.8852387437e-05,1.2629510454e+04,1.4494982692e+05,6.6023890351e+03,3.0935661426e+04,1.6700040582e+00,4.6298987485e-01,5.5279224042e-02,7.8473610833e-01,1.4295428363e-04,1.5729320747e+00,2.2821214773e+00,-1.0106551731e-04,2.3322169826e-01,7.6069189493e+03
2.4970670621e+03,-1.0171844014e+04,9.5864093571e+03,-1.4570321975e+00,-7.1913297355e+00,-1.9643283382e-01,-1.0279667140e-03,7.1940121128e+00,1.3977326537e+04,-2.6291041416e+00,7.5774442271e+04,3.0261896669e-05,2.0762695002e+05,7.0937115536e+04,-1.0140718690e+01,2.1681900376e-02,7.0937114811e+04,9.1286777225e-01,6.9276635251e-01,5.9447652659e-01,9.8851769436e-05,1.2629510454e+04,1.4494648858e+05,6.6023959615e+03,3.0935321412e+04,1.6766265315e+00,4.6597753382e-01,5.5829395920e-02,7.8771094073e-01,1.4295396521e-04,1.5729344265e+00,2.2821236028e+00,-1.0169974973e-04,2.3852279031e-01,7.6993265365e+03
2.5151846197e+03,-1.0301890253e+04,9.5826223721e+03,-1.4756216020e+00,-7.1645263125e+00,-2.2152873188e-01,-1.0241250889e-03,7.1679504260e+00,1.4069669381e+04,-2.6291603871e+00,7.5772821231e+04,3.0262867782e-05,2.0762028742e+05,7.0937115536e+04,-1.0140696571e+01,2.1705523747e-02,7.0937114811e+04,9.1286581923e-01,6.9276500969e-01,5.9447509242e-01,9.8851163934e-05,1.2629510454e+04,1.4494323976e+05,6.6024027025e+03,3.0934990511e+04,1.6831620553e+00,4.6894547173e-01,5.6379553324e-02,7.9064429883e-01,1.4295365378e-04,1.5729367607e+00,2.2821257027e+00,-1.0232127867e-04,2.4373692762e-01,7.7916693798e+03
2.5333021772e+03,-1.0431452593e+04,9.5783852546e+03,-1.4941416525e+00,-7.1379121509e+00,-2.4612510034e-01,-1.0203107184e-03,7.1421543304e+00,1.4161944411e+04,-2.6292151355e+00,7.5771243407e+04,3.0263813056e-05,2.0761380251e+05,7.0937115536e+04,-1.0140674905e+01,2.1728967571e-02,7.0937114811e+04,9.1286391819e-01,6.9276371074e-01,5.9447368693e-01,9.8850570618e-05,1.2629510454e+04,1.4494007755e+05,6.6024092641e+03,3.0934668428e+04,1.6896123911e+00,4.7189396074e-01,5.6929696434e-02,7.9353703543e-01,1.4295334779e-04,1.5729390771e+00,2.2821277774e+00,-1.0293041743e-04,2.4886586941e-01,7.8839444105e+03
2.5521824981e+03,-1.0565958425e+04,9.5735004355e+03,-1.5133681495e+00,-7.1103791531e+00,-2.7123870611e-01,-1.0163647920e-03,7.1155507988e+00,1.4258028977e+04,-2.6292706479e+00,7.5769643632e+04,3.0264771532e-05,2.0760722745e+05,7.0937115536e+04,-1.0140652798e+01,2.1753204649e-02,7.0937114811e+04,9.1286199062e-01,6.9276240199e-01,5.9447225212e-01,9.8849964957e-05,1.2629510454e+04,1.4493687135e+05,6.6024159173e+03,3.0934341861e+04,1.6962454994e+00,4.7494617737e-01,5.7502985987e-02,7.9650923195e-01,1.4295303791e-04,1.5729414719e+00,2.2821299130e+00,-1.0355234617e-04,2.5412194359e-01,7.9800289764e+03
2.5710628191e+03,-1.0699946369e+04,9.5681463523e+03,-1.5325204260e+00,-7.0830520600e+00,-2.9583663046e-01,-1.0124485063e-03,7.0892275194e+00,1.4354033554e+04,-2.6293246394e+00,7.5768087748e+04,3.0265703758e-05,2.0760083286e+05,7.0937115536e+04,-1.0140631161e+01,2.1777241518e-02,7.0937114811e+04,9.1286011586e-01,6.9276113727e-01,5.9447084709e-01,9.8849371860e-05,1.2629510454e+04,1.4493375311e+05,6.6024223882e+03,3.0934024250e+04,1.7027898517e+00,4.7797785998e-01,5.8076260428e-02,7.9943913236e-01,1.4295273347e-04,1.5729438468e+00,2.2821320221e+00,-1.0416148458e-04,2.5928925517e-01,8.0760335532e+03
2.5899431400e+03,-1.0833420313e+04,9.5623326174e+03,-1.5515990415e+00,-7.0559308250e+00,-3.1993195472e-01,-1.0085618497e-03,7.0631803941e+00,1.4449955127e+04,-2.6293771608e+00,7.5766574293e+04,3.0266610610e-05,2.0759461270e+05,7.0937115536e+04,-1.0140609986e+01,2.1801076011e-02,7.0937114811e+04,9.1285829214e-01,6.9275991483e-01,5.9446947117e-01,9.8848791000e-05,1.2629510454e+04,1.4493071990e+05,6.6024286829e+03,3.0933715298e+04,1.7092472905e+00,4.8098929977e-01,5.8649519968e-02,8.0232762796e-01,1.4295243524e-04,1.5729462017e+00,2.2821341052e+00,-1.0475815735e-04,2.6436964719e-01,8.1719551258e+03
2.6096153440e+03,-1.0971949853e+04,9.5557961702e+03,-1.5714001000e+00,-7.0278908476e+00,-3.4451691960e-01,-1.0045436622e-03,7.0363301999e+00,1.4549808469e+04,-2.6294303737e+00,7.5765040975e+04,3.0267529409e-05,2.0758831097e+05,7.0937115536e+04,-1.0140588402e+01,2.1825692883e-02,7.0937114811e+04,9.1285644440e-01,6.9275868434e-01,5.9446806777e-01,9.8848198452e-05,1.2629510454e+04,1.4492764689e+05,6.6024350606e+03,3.0933402287e+04,1.7158850452e+00,4.8410582008e-01,5.9246807683e-02,8.0529416302e-01,1.4295213235e-04,1.5729486338e+00,2.2821362484e+00,-1.0536693488e-04,2.6957259113e-01,8.2718084685e+03
2.6292875480e+03,-1.1109929979e+04,9.5487811994e+03,-1.5911224274e+00,-7.0000737803e+00,-3.6858395248e-01,-1.0005575481e-03,7.0097708993e+00,1.4649565491e+04,-2.6294820963e+00,7.5763550656e+04,3.0268422487e-05,2.0758218602e+05,7.0937115536e+04,-1.0140567297e+01,2.1850086257e-02,7.0937114811e+04,9.1285464841e-01,6.9275749617e-01,5.9446669448e-01,9.8847618497e-05,1.2629510454e+04,1.4492466005e+05,6.6024412597e+03,3.0933098052e+04,1.7224323648e+00,4.8720099102e-01,5.9844079703e-02,8.0821764389e-01,1.4295183568e-04,1.5729510438e+00,2.2821383643e+00,-1.0596286699e-04,2.7468509779e-01,8.3715654897e+03
2.6489597519e+03,-1.1247365070e+04,9.5412977604e+03,-1.6107666541e+00,-6.9724791075e+00,-3.9214655971e-01,-9.9660342830e-04,6.9834980362e+00,1.4749223253e+04,-2.6295323797e+00,7.5762101863e+04,3.0269290722e-05,2.0757623179e+05,7.0937115536e+04,-1.0140546660e+01,2.1874254681e-02,7.0937114811e+04,9.1285290239e-01,6.9275634863e-01,5.9446535060e-01,9.8847050796e-05,1.2629510454e+04,1.4492175644e+05,6.6024472863e+03,3.0932802290e+04,1.7288911707e+00,4.9027512335e-01,6.0441336274e-02,8.1109899934e-01,1.4295154521e-04,1.5729534315e+00,2.2821404535e+00,-1.0654628891e-04,2.7970908618e-01,8.4712232521e+03
2.6694558127e+03,-1.1389980798e+04,9.5330131731e+03,-1.6311511683e+00,-6.9439646490e+00,-4.1617351443e-01,-9.9251763940e-04,6.9564248307e+00,1.4852946018e+04,-2.6295832907e+00,7.5760635042e+04,3.0270169804e-05,2.0757020353e+05,7.0937115536e+04,-1.0140525645e+01,2.1899194738e-02,7.0937114811e+04,9.1285113457e-01,6.9275519449e-01,5.9446398092e-01,9.8846472003e-05,1.2629510454e+04,1.4491881670e+05,6.6024533881e+03,3.0932502846e+04,1.7355283303e+00,4.9345594782e-01,6.1063589327e-02,8.1405718914e-01,1.4295125009e-04,1.5729558954e+00,2.2821426021e+00,-1.0714118748e-04,2.8485133510e-01,8.5749460169e+03
2.6899518736e+03,-1.1532014552e+04,9.5242414708e+03,-1.6514522936e+00,-6.9156900197e+00,-4.3968147137e-01,-9.8846634339e-04,6.9296528933e+00,1.4956555016e+04,-2.6296327458e+00,7.5759210225e+04,3.0271023752e-05,2.0756434796e+05,7.0937115536e+04,-1.0140505115e+01,2.1923888372e-02,7.0937114811e+04,9.1284941731e-01,6.9275408094e-01,5.9446264159e-01,9.8845905799e-05,1.2629510454e+04,1.4491596113e+05,6.6024593155e+03,3.0932211973e+04,1.7420734917e+00,4.9661460298e-01,6.1685826161e-02,8.1697162497e-01,1.4295096117e-04,1.5729583349e+00,2.2821447225e+00,-1.0772321496e-04,2.8990157924e-01,8.6785550152e+03
2.7104479344e+03,-1.1673471237e+04,9.5149931475e+03,-1.6716707355e+00,-6.8876542101e+00,-4.6268432840e-01,-9.8444939053e-04,6.9031774043e+00,1.5060047414e+04,-2.6296807958e+00,7.5757825937e+04,3.0271853449e-05,2.0755865900e+05,7.0937115536e+04,-1.0140485057e+01,2.1948334899e-02,7.0937114811e+04,9.1284774883e-01,6.9275300629e-01,5.9446133183e-01,9.8845351837e-05,1.2629510454e+04,1.4491318680e+05,6.6024650745e+03,3.0931929372e+04,1.7485286533e+00,4.9975141962e-01,6.2308047054e-02,8.1984327206e-01,1.4295067847e-04,1.5729607500e+00,2.2821468154e+00,-1.0829271629e-04,2.9486182339e-01,8.7820474127e+03
2.7318027362e+03,-1.1820246077e+04,9.5048613595e+03,-1.6926490917e+00,-6.8586965775e+00,-4.8612818193e-01,-9.8030048737e-04,6.8759028725e+00,1.5167748997e+04,-2.6297294174e+00,7.5756425237e+04,3.0272693021e-05,2.0755290264e+05,7.0937115536e+04,-1.0140464649e+01,2.1973542399e-02,7.0937114811e+04,9.1284606050e-01,6.9275192628e-01,5.9445999784e-01,9.8844787324e-05,1.2629510454e+04,1.4491037957e+05,6.6024709020e+03,3.0931643418e+04,1.7551606323e+00,5.0299678147e-01,6.2956321013e-02,8.2279073110e-01,1.4295039189e-04,1.5729632401e+00,2.2821489670e+00,-1.0887311430e-04,2.9993624557e-01,8.8897489963e+03
2.7531575380e+03,-1.1966405275e+04,9.4942344996e+03,-1.7135392433e+00,-6.8299955604e+00,-5.0905306892e-01,-9.7618847721e-04,6.8489397234e+00,1.5275318225e+04,-2.6297766201e+00,7.5755065460e+04,3.0273508101e-05,2.0754731451e+05,7.0937115536e+04,-1.0140444729e+01,2.1998481063e-02,7.0937114811e+04,9.1284442143e-01,6.9275088506e-01,5.9445869430e-01,9.8844235366e-05,1.2629510454e+04,1.4490765436e+05,6.6024765594e+03,3.0931365815e+04,1.7616991557e+00,5.0621914725e-01,6.3604578285e-02,8.2569378965e-01,1.4295011152e-04,1.5729657037e+00,2.2821510897e+00,-1.0944064280e-04,3.0491721268e-01,8.9973182242e+03
2.7745123398e+03,-1.2111954295e+04,9.4831234973e+03,-1.7343419757e+00,-6.8015496337e+00,-5.3147324578e-01,-9.7211313640e-04,6.8222827686e+00,1.5382752391e+04,-2.6298224549e+00,7.5753745136e+04,3.0274299567e-05,2.0754188857e+05,7.0937115536e+04,-1.0140425285e+01,2.2023151019e-02,7.0937114811e+04,9.1284282987e-01,6.9274988099e-01,5.9445742039e-01,9.8843695609e-05,1.2629510454e+04,1.4490500822e+05,6.6024820530e+03,3.0931096265e+04,1.7681462971e+00,5.0941886837e-01,6.4252819183e-02,8.2855344852e-01,1.4294983892e-04,1.5729681407e+00,2.2821531839e+00,-1.0999565558e-04,3.0980679313e-01,9.1047523902e+03
2.7967637113e+03,-1.2262970827e+04,9.4710424104e+03,-1.7559259397e+00,-6.7721790381e+00,-5.5431265606e-01,-9.6790544785e-04,6.7948268839e+00,1.5494550685e+04,-2.6298688114e+00,7.5752409829e+04,3.0275100050e-05,2.0753640110e+05,7.0937115536e+04,-1.0140405517e+01,2.2048571287e-02,7.0937114811e+04,9.1284122018e-01,6.9274887262e-01,5.9445612368e-01,9.8843145798e-05,1.2629510454e+04,1.4490233205e+05,6.6024876091e+03,3.0930823654e+04,1.7747690734e+00,5.1272920838e-01,6.4928259034e-02,8.3148804565e-01,1.4294956087e-04,1.5729706517e+00,2.2821553363e+00,-1.1056102447e-04,3.1480661762e-01,9.2165506836e+03
2.8190150827e+03,-1.2413336865e+04,9.4584589049e+03,-1.7774167143e+00,-6.7430816711e+00,-5.7663414837e-01,-9.6373702712e-04,6.7676922428e+00,1.5606196851e+04,-2.6299137887e+00,7.5751114296e+04,3.0275876723e-05,2.0753107713e+05,7.0937115536e+04,-1.0140386240e+01,2.2073700952e-02,7.0937114811e+04,9.1283965838e-01,6.9274790122e-01,5.9445485742e-01,9.8842608483e-05,1.2629510454e+04,1.4489973559e+05,6.6024929999e+03,3.0930559160e+04,1.7812970331e+00,5.1601571676e-01,6.5603681788e-02,8.3437764467e-01,1.4294928982e-04,1.5729731340e+00,2.2821574588e+00,-1.1111355068e-04,3.1971162145e-01,9.3281968499e+03
2.8412664542e+03,-1.2563058469e+04,9.4453843422e+03,-1.7988151699e+00,-6.7142554725e+00,-5.9845230524e-01,-9.5960757390e-04,6.7408732841e+00,1.5717688338e+04,-2.6299574375e+00,7.5749857073e+04,3.0276630460e-05,2.0752591063e+05,7.0937115536e+04,-1.0140367438e+01,2.2098540990e-02,7.0937114811e+04,9.1283814272e-01,6.9274696519e-01,5.9445362077e-01,9.8842083300e-05,1.2629510454e+04,1.4489721592e+05,6.6024982315e+03,3.0930302485e+04,1.7877323235e+00,5.1927876610e-01,6.6279087789e-02,8.3722328111e-01,1.4294902576e-04,1.5729755877e+00,2.2821595521e+00,-1.1165359607e-04,3.2452395549e-01,9.4396883370e+03
2.8644552711e+03,-1.2718408562e+04,9.4312483371e+03,-1.8210178346e+00,-6.6845010557e+00,-6.2066926903e-01,-9.5534527437e-04,6.7132544728e+00,1.5833709763e+04,-2.6300015638e+00,7.5748586138e+04,3.0277392451e-05,2.0752068783e+05,7.0937115536e+04,-1.0140348339e+01,2.2124120656e-02,7.0937114811e+04,9.1283661046e-01,6.9274602576e-01,5.9445236263e-01,9.8841548521e-05,1.2629510454e+04,1.4489466876e+05,6.6025035203e+03,3.0930043009e+04,1.7943423723e+00,5.2265471791e-01,6.6982931032e-02,8.4014310766e-01,1.4294875704e-04,1.5729781143e+00,2.2821617030e+00,-1.1220349012e-04,3.2944267377e-01,9.5557097620e+03
2.8876440879e+03,-1.2873072049e+04,9.4166031580e+03,-1.8431221448e+00,-6.6550362719e+00,-6.4237030638e-01,-9.5112458721e-04,6.6859665192e+00,1.5949558063e+04,-2.6300443525e+00,7.5747353770e+04,3.0278131349e-05,2.0751562356e+05,7.0937115536e+04,-1.0140329728e+01,2.2149388714e-02,7.0937114811e+04,9.1283512466e-01,6.9274512147e-01,5.9445113485e-01,9.8841026152e-05,1.2629510454e+04,1.4489219889e+05,6.6025086489e+03,3.0929791404e+04,1.8008563314e+00,5.2600599171e-01,6.7686756826e-02,8.4301738341e-01,1.4294849608e-04,1.5729806101e+00,2.2821638232e+00,-1.1274059172e-04,3.3426530259e-01,9.6715580618e+03
2.9108329048e+03,-1.3027055615e+04,9.4014605951e+03,-1.8651290610e+00,-6.6258585093e+00,-6.6357029417e-01,-9.4694513308e-04,6.6590034853e+00,1.6065230866e+04,-2.6300858538e+00,7.5746158517e+04,3.0278848022e-05,2.0751071186e+05,7.0937115536e+04,-1.0140311594e+01,2.2174347014e-02,7.0937114811e+04,9.1283368355e-01,6.9274425079e-01,5.9444993654e-01,9.8840515823e-05,1.2629510454e+04,1.4488980341e+05,6.6025136231e+03,3.0929547376e+04,1.8072764207e+00,5.2933298194e-01,6.8390565542e-02,8.4584717771e-01,1.4294824056e-04,1.5729830753e+00,2.2821659134e+00,-1.1326527003e-04,3.3899405912e-01,9.7872308654e+03
2.9350032070e+03,-1.3186840113e+04,9.3851600602e+03,-1.8879648003e+00,-6.5957483757e+00,-6.8514977893e-01,-9.4263224730e-04,6.6312387789e+00,1.6185610433e+04,-2.6301277933e+00,7.5744950684e+04,3.0279572267e-05,2.0750574849e+05,7.0937115536e+04,-1.0140293184e+01,2.2200034215e-02,7.0937114811e+04,9.1283222723e-01,6.9274337745e-01,5.9444871797e-01,9.8839996322e-05,1.2629510454e+04,1.4488738272e+05,6.6025186499e+03,3.0929300777e+04,1.8138706549e+00,5.3277535880e-01,6.9124145750e-02,8.4875051885e-01,1.4294798193e-04,1.5729856125e+00,2.2821680605e+00,-1.1379931723e-04,3.4382537741e-01,9.9076104320e+03
2.9591735093e+03,-1.3345900542e+04,9.3683441741e+03,-1.9106968276e+00,-6.5659440415e+00,-7.0621620264e-01,-9.3836328397e-04,6.6038143040e+00,1.6305794599e+04,-2.6301684384e+00,7.5743780168e+04,3.0280274164e-05,2.0750093851e+05,7.0937115536e+04,-1.0140275263e+01,2.2225389665e-02,7.0937114811e+04,9.1283081585e-01,6.9274253744e-01,5.9444752957e-01,9.8839489123e-05,1.2629510454e+04,1.4488503681e+05,6.6025235215e+03,3.0929061794e+04,1.8203676070e+00,5.3619219858e-01,6.9857708209e-02,8.5160779774e-01,1.4294772951e-04,1.5729881168e+00,2.2821701761e+00,-1.1432064392e-04,3.4855941491e-01,1.0027794598e+04
2.9833438116e+03,-1.3504244256e+04,9.3510251535e+03,-1.9333261989e+00,-6.5364423283e+00,-7.2678470550e-01,-9.3413778261e-04,6.5767237430e+00,1.6425781201e+04,-2.6302078386e+00,7.5742645534e+04,3.0280954570e-05,2.0749627601e+05,7.0937115536e+04,-1.0140257814e+01,2.2250416107e-02,7.0937114811e+04,9.1282944770e-01,6.9274172928e-01,5.9444637044e-01,9.8838993848e-05,1.2629510454e+04,1.4488276282e+05,6.6025282440e+03,3.0928830136e+04,1.8267695675e+00,5.3958391818e-01,7.0591253319e-02,8.5442011681e-01,1.4294748564e-04,1.5729905886e+00,2.2821722607e+00,-1.1482962576e-04,3.5319846238e-01,1.0147781200e+04
3.0085429335e+03,-1.3668572668e+04,9.3324460270e+03,-1.9568106242e+00,-6.5060035868e+00,-7.4771431758e-01,-9.2977819175e-04,6.5488289210e+00,1.6550662569e+04,-2.6302476418e+00,7.5741499331e+04,3.0281641939e-05,2.0749156601e+05,7.0937115536e+04,-1.0140240112e+01,2.2276160653e-02,7.0937114811e+04,9.1282806555e-01,6.9274091910e-01,5.9444519217e-01,9.8838489798e-05,1.2629510454e+04,1.4488046565e+05,6.6025330148e+03,3.0928596115e+04,1.8333452840e+00,5.4309370077e-01,7.1356004055e-02,8.5730542541e-01,1.4294723633e-04,1.5729931313e+00,2.2821744018e+00,-1.1534751958e-04,3.5793622708e-01,1.0272662568e+04
3.0337420553e+03,-1.3832138113e+04,9.3133459436e+03,-1.9801857749e+00,-6.4758865475e+00,-7.6813454408e-01,-9.2546479528e-04,6.5212834711e+00,1.6675324925e+04,-2.6302861948e+00,7.5740389161e+04,3.0282307724e-05,2.0748700411e+05,7.0937115536e+04,-1.0140222894e+01,2.2301554252e-02,7.0937114811e+04,9.1282672681e-01,6.9274014046e-01,5.9444404380e-01,9.8837997919e-05,1.2629510454e+04,1.4487824069e+05,6.6025376357e+03,3.0928369448e+04,1.8398225995e+00,5.4657707261e-01,7.2120736797e-02,8.6014419831e-01,1.4294699479e-04,1.5729956392e+00,2.2821765105e+00,-1.1585278493e-04,3.6257559609e-01,1.0397324924e+04
3.0589411772e+03,-1.3994948648e+04,9.2937375444e+03,-2.0034528081e+00,-6.4460874521e+00,-7.8806075819e-01,-9.2119704979e-04,6.4940806930e+00,1.6799766344e+04,-2.6303235467e+00,7.5739313611e+04,3.0282952770e-05,2.0748258450e+05,7.0937115536e+04,-1.0140206146e+01,2.2326600555e-02,7.0937114811e+04,9.1282542978e-01,6.9273939192e-01,5.9444292440e-01,9.8837517831e-05,1.2629510454e+04,1.4487608511e+05,6.6025421127e+03,3.0928149849e+04,1.8462038740e+00,5.5003447380e-01,7.2885451972e-02,8.6293757024e-01,1.4294675946e-04,1.5729981128e+00,2.2821785875e+00,-1.1634580323e-04,3.6711892366e-01,1.0521766343e+04
3.0852199245e+03,-1.4163939087e+04,9.2727608403e+03,-2.0276027589e+00,-6.4153462235e+00,-8.0833047238e-01,-9.1679449257e-04,6.4660703801e+00,1.6929302058e+04,-2.6303612698e+00,7.5738227401e+04,3.0283604233e-05,2.0747812112e+05,7.0937115536e+04,-1.0140189165e+01,2.2352354102e-02,7.0937114811e+04,9.1282411986e-01,6.9273864189e-01,5.9444178693e-01,9.8837029336e-05,1.2629510454e+04,1.4487390817e+05,6.6025466342e+03,3.0927928071e+04,1.8527587133e+00,5.5361280367e-01,7.3682912166e-02,8.6580344700e-01,1.4294652024e-04,1.5730006563e+00,2.2821807204e+00,-1.1684729592e-04,3.7175707825e-01,1.0651302057e+04
3.1114986717e+03,-1.4332126126e+04,9.2512581432e+03,-2.0516376537e+00,-6.3849423143e+00,-8.2809522657e-01,-9.1244036056e-04,6.4384183535e+00,1.7058593750e+04,-2.6303977880e+00,7.5737175917e+04,3.0284234891e-05,2.0747380047e+05,7.0937115536e+04,-1.0140172663e+01,2.2377738525e-02,7.0937114811e+04,9.1282285177e-01,6.9273792165e-01,5.9444067901e-01,9.8836552863e-05,1.2629510454e+04,1.4487180082e+05,6.6025510113e+03,3.0927713382e+04,1.8592140999e+00,5.5716383268e-01,7.4480354171e-02,8.6862234955e-01,1.4294628880e-04,1.5730031632e+00,2.2821828200e+00,-1.1733627079e-04,3.7629578058e-01,1.0780593749e+04
3.1377774189e+03,-1.4499518574e+04,9.2292425167e+03,-2.0755587568e+00,-6.3548713764e+00,-8.4737059743e-01,-9.0813402583e-04,6.4111175285e+00,1.7187639763e+04,-2.6304331493e+00,7.5736157771e+04,3.0284845575e-05,2.0746961683e+05,7.0937115536e+04,-1.0140156626e+01,2.2402758390e-02,7.0937114811e+04,9.1282162386e-01,6.9273722979e-01,5.9443959968e-01,9.8836088028e-05,1.2629510454e+04,1.4486976029e+05,6.6025552497e+03,3.0927505498e+04,1.8655724619e+00,5.6068802483e-01,7.5277778440e-02,8.7139544426e-01,1.4294606356e-04,1.5730056341e+00,2.2821848872e+00,-1.1781311431e-04,3.8073746176e-01,1.0909639762e+04
3.1651902591e+03,-1.4673297682e+04,9.2057438496e+03,-2.1003922903e+00,-6.3238528118e+00,-8.6697250732e-01,-9.0369210138e-04,6.3830052899e+00,1.7321991488e+04,-2.6304688534e+00,7.5735129782e+04,3.0285462183e-05,2.0746539278e+05,7.0937115536e+04,-1.0140140375e+01,2.2428474572e-02,7.0937114811e+04,9.1282038404e-01,6.9273653691e-01,5.9443850327e-01,9.8835615132e-05,1.2629510454e+04,1.4486770004e+05,6.6025595292e+03,3.0927295604e+04,1.8721043706e+00,5.6433619818e-01,7.6109598146e-02,8.7424061901e-01,1.4294583367e-04,1.5730081737e+00,2.2821870095e+00,-1.1829801067e-04,3.8526997691e-01,1.1043991487e+04
3.1926030992e+03,-1.4846231328e+04,9.1817147263e+03,-2.1251047535e+00,-6.2931868816e+00,-8.8607457699e-01,-8.9930078933e-04,6.3552600334e+00,1.7456072711e+04,-2.6305033982e+00,7.5734135200e+04,3.0286058773e-05,2.0746130602e+05,7.0937115536e+04,-1.0140124596e+01,2.2453804532e-02,7.0937114811e+04,9.1281918447e-01,6.9273587208e-01,5.9443743599e-01,9.8835154093e-05,1.2629510454e+04,1.4486570673e+05,6.6025636698e+03,3.0927092528e+04,1.8785358363e+00,5.6795616220e-01,7.6941399518e-02,8.7703841323e-01,1.4294561309e-04,1.5730106751e+00,2.2821890979e+00,-1.1877051711e-04,3.8970205326e-01,1.1178072710e+04
3.2200159394e+03,-1.5018329111e+04,9.1571686314e+03,-2.1496975238e+00,-6.2628686378e+00,-9.0469255785e-01,-8.9495937594e-04,6.3278742876e+00,1.7589882071e+04,-2.6305368308e+00,7.5733172663e+04,3.0286636159e-05,2.0745735096e+05,7.0937115536e+04,-1.0140109275e+01,2.2478753751e-02,7.0937114811e+04,9.1281802353e-01,6.9273523397e-01,5.9443639688e-01,9.8834704520e-05,1.2629510454e+04,1.4486377765e+05,6.6025676771e+03,3.0926895995e+04,1.8848693539e+00,5.7154840564e-01,7.7773183032e-02,8.7979002426e-01,1.4294539795e-04,1.5730131389e+00,2.2821911531e+00,-1.1923102439e-04,3.9403618595e-01,1.1311882069e+04
3.2486212224e+03,-1.5197032090e+04,9.1310177257e+03,-2.1752339186e+00,-6.2315969306e+00,-9.2362065797e-01,-8.9048154546e-04,6.2996727072e+00,1.7729220902e+04,-2.6305705805e+00,7.5732201020e+04,3.0287219027e-05,2.0745335851e+05,7.0937115536e+04,-1.0140093759e+01,2.2504388299e-02,7.0937114811e+04,9.1281685157e-01,6.9273459521e-01,5.9443534159e-01,9.8834247215e-05,1.2629510454e+04,1.4486183032e+05,6.6025717224e+03,3.0926697601e+04,1.8913765534e+00,5.7526786941e-01,7.8641130113e-02,8.8261334015e-01,1.4294518126e-04,1.5730156703e+00,2.2821932628e+00,-1.1969917640e-04,3.9845703407e-01,1.1451220901e+04
3.2772265055e+03,-1.5374845805e+04,9.1043324816e+03,-2.2006429802e+00,-6.2006928558e+00,-9.4205467939e-01,-8.8605646898e-04,6.2718465938e+00,1.7868261200e+04,-2.6306032167e+00,7.5731261458e+04,3.0287782667e-05,2.0744949791e+05,7.0937115536e+04,-1.0140078708e+01,2.2529620653e-02,7.0937114811e+04,9.1281571828e-01,6.9273398282e-01,5.9443431496e-01,9.8833801582e-05,1.2629510454e+04,1.4485994728e+05,6.6025756343e+03,3.0926505757e+04,1.8977823753e+00,5.7895819518e-01,7.9509058762e-02,8.8538889879e-01,1.4294496845e-04,1.5730181620e+00,2.2821953378e+00,-1.2015508231e-04,4.0277650971e-01,1.1590261199e+04
3.3058317885e+03,-1.5551780691e+04,9.0771268035e+03,-2.2259262062e+00,-6.1701508581e+00,-9.6001052047e-01,-8.8168334585e-04,6.2443880876e+00,1.8007001934e+04,-2.6306347857e+00,7.5730352646e+04,3.0288327878e-05,2.0744576368e+05,7.0937115536e+04,-1.0140064107e+01,2.2554457202e-02,7.0937114811e+04,9.1281462204e-01,6.9273339552e-01,5.9443331601e-01,9.8833367233e-05,1.2629510454e+04,1.4485812587e+05,6.6025794182e+03,3.0926320189e+04,1.9040893806e+00,5.8261989724e-01,8.0376969475e-02,8.8811792787e-01,1.4294476340e-04,1.5730206145e+00,2.2821973789e+00,-1.2059913649e-04,4.0699717386e-01,1.1729001932e+04
