time,ECI_X,ECI_Y,ECI_Z,Vx,Vy,Vz,v,r,E,a,n,T,h,h_x,h_y,h_z,e,e_x,e_y,e_z,p,ra,rp,b,f,E_anom,M,gamma,i,laan,omega,lat,lon,alt
1.1566399583e+03,8.6039217587e+02,7.5151560303e+03,1.2086569830e-01,-8.9202141039e+00,4.5331816183e+00,-1.2767638167e-03,1.0005996046e+01,7.5642478060e+03,-2.6138379447e+00,7.6217005115e+04,2.9998700867e-05,2.0944858029e+05,7.0937115536e+04,-1.0142985458e+01,2.0369691711e-02,7.0937114811e+04,9.1339770765e-01,6.9333453165e-01,5.9462811047e-01,9.8966101170e-05,1.2629510455e+04,1.4583344287e+05,6.6005673593e+03,3.1025529212e+04,7.4789501229e-01,1.6658192782e-01,1.5129108806e-02,3.5618843629e-01,1.4298588113e-04,1.5728045781e+00,2.2817146063e+00,1.5588781264e-05,5.6904429260e+00,1.2862478060e+03
1.1668985307e+03,7.6884345888e+02,7.5612965693e+03,1.0776228978e-01,-8.9278616839e+00,4.4624232019e+00,-1.2778391973e-03,9.9809787452e+00,7.6002846055e+03,-2.6140947788e+00,7.6209516815e+04,3.0003122456e-05,2.0941771365e+05,7.0937115536e+04,-1.0143002080e+01,2.0371490421e-02,7.0937114811e+04,9.1338879471e-01,6.9332158997e-01,5.9462950934e-01,9.8964397677e-05,1.2629510455e+04,1.4581843552e+05,6.6005981061e+03,3.1024005050e+04,7.6054275361e-01,1.6968193204e-01,1.5439009753e-02,3.6217934203e-01,1.4298611562e-04,1.5728047522e+00,2.2817251669e+00,1.3832854252e-05,5.7023529845e+00,1.3222846055e+03
1.1771571031e+03,6.7722121434e+02,7.6067142075e+03,9.4648554384e-02,-8.9345530187e+00,4.3922478544e+00,-1.2787777169e-03,9.9558063708e+00,7.6368010068e+03,-2.6143501095e+00,7.6202073807e+04,3.0007518379e-05,2.0938703520e+05,7.0937115536e+04,-1.0143016537e+01,2.0372870995e-02,7.0937114811e+04,9.1337993386e-01,6.9330887676e-01,5.9463072170e-01,9.8962709238e-05,1.2629510455e+04,1.4580351894e+05,6.6006286734e+03,3.1022490032e+04,7.7307055093e-01,1.7276753170e-01,1.5748994881e-02,3.6811170574e-01,1.4298631905e-04,1.5728048854e+00,2.2817353691e+00,1.2091421384e-05,5.7141427843e+00,1.3588010068e+03
1.1874156755e+03,5.8553512698e+02,7.6514149915e+03,8.1525878159e-02,-8.9403124632e+00,4.3226680778e+00,-1.2795828737e-03,9.9304908180e+00,7.6737867291e+03,-2.6146037914e+00,7.6194680301e+04,3.0011886127e-05,2.0935656228e+05,7.0937115536e+04,-1.0143028894e+01,2.0373895877e-02,7.0937114811e+04,9.1337113014e-01,6.9329639206e-01,5.9463175524e-01,9.8961035981e-05,1.2629510455e+04,1.4578870156e+05,6.6006590439e+03,3.1020985017e+04,7.8547856422e-01,1.7583866512e-01,1.6059061888e-02,3.7398561479e-01,1.4298649375e-04,1.5728049840e+00,2.2817452253e+00,1.0364792358e-05,5.7258124887e+00,1.3957867290e+03
1.1976742480e+03,4.9379463205e+02,7.6954050906e+03,6.8395611318e-02,-8.9451642982e+00,4.2536953583e+00,-1.2802581550e-03,9.9050436729e+00,7.7112315911e+03,-2.6148556885e+00,7.6187340234e+04,3.0016223355e-05,2.0932631107e+05,7.0937115536e+04,-1.0143039218e+01,2.0374624057e-02,7.0937114811e+04,9.1336238828e-01,6.9328413561e-01,5.9463261753e-01,9.8959378024e-05,1.2629510455e+04,1.4577399127e+05,6.6006892013e+03,3.1019490808e+04,7.9776701986e-01,1.7889527810e-01,1.6369208456e-02,3.7980118897e-01,1.4298663895e-04,1.5728050538e+00,2.2817547478e+00,8.6532516690e-06,5.7373623307e+00,1.4332315911e+03
1.2079328204e+03,4.0200891623e+02,7.7386907872e+03,5.5259068380e-02,-8.9491326943e+00,4.1853401967e+00,-1.2808070315e-03,9.8794762099e+00,7.7491255165e+03,-2.6151056739e+00,7.6180057269e+04,3.0020527874e-05,2.0929629664e+05,7.0937115536e+04,-1.0143047575e+01,2.0375111135e-02,7.0937114811e+04,9.1335371268e-01,6.9327210689e-01,5.9463331599e-01,9.8957735473e-05,1.2629510455e+04,1.4575939541e+05,6.6007191304e+03,3.1018008152e+04,8.0993620747e-01,1.8193732370e-01,1.6679432254e-02,3.8555857895e-01,1.4298675619e-04,1.5728051002e+00,2.2817639487e+00,6.9570593619e-06,5.7487926064e+00,1.4711255165e+03
1.2181913928e+03,3.1018691898e+02,7.7812784662e+03,4.2117528364e-02,-8.9522416773e+00,4.1176121394e+00,-1.2812329529e-03,9.8537993901e+00,7.7874585389e+03,-2.6153536296e+00,7.6172834812e+04,3.0024797646e-05,2.0926653299e+05,7.0937115536e+04,-1.0143054033e+01,2.0375409390e-02,7.0937114811e+04,9.1334510743e-01,6.9326030506e-01,5.9463385785e-01,9.8956108426e-05,1.2629510455e+04,1.4574492081e+05,6.6007488171e+03,3.1016537744e+04,8.2198647687e-01,1.8496476205e-01,1.6989730950e-02,3.9125796480e-01,1.4298684704e-04,1.5728051283e+00,2.2817728396e+00,5.2764517997e-06,5.7601036692e+00,1.5094585389e+03
1.2284499653e+03,2.1833733415e+02,7.8231746059e+03,2.8972235027e-02,-8.9545150969e+00,4.0505198097e+00,-1.2815393432e-03,9.8280238599e+00,7.8262208061e+03,-2.6155994463e+00,7.6165676010e+04,3.0029030786e-05,2.0923703305e+05,7.0937115536e+04,-1.0143058658e+01,2.0375567858e-02,7.0937114811e+04,9.1333657634e-01,6.9324872907e-01,5.9463425022e-01,9.8954496974e-05,1.2629510455e+04,1.4573057377e+05,6.6007782481e+03,3.1015080226e+04,8.3391823502e-01,1.8797756012e-01,1.7300102211e-02,3.9689955444e-01,1.4298691304e-04,1.5728051430e+00,2.2817814321e+00,3.6116424464e-06,5.7712959387e+00,1.5482208061e+03
1.2387085377e+03,1.2646861197e+02,7.8643857683e+03,1.5824397151e-02,-8.9559765968e+00,3.9840709401e+00,-1.2817295963e-03,9.8021599508e+00,7.8654025849e+03,-2.6158430232e+00,7.6158583766e+04,3.0033225550e-05,2.0920780876e+05,7.0937115536e+04,-1.0143061517e+01,2.0375632419e-02,7.0937114811e+04,9.1332812291e-01,6.9323737761e-01,5.9463450000e-01,9.8952901192e-05,1.2629510455e+04,1.4571636012e+05,6.6008074116e+03,3.1013636192e+04,8.4573194305e-01,1.9097569149e-01,1.7610543714e-02,4.0248358220e-01,1.4298695341e-04,1.5728051488e+00,2.2817897373e+00,1.9628226602e-06,5.7823698796e+00,1.5874025849e+03
1.2489671101e+03,3.4588961276e+01,7.9049185904e+03,2.6751888717e-03,-8.9566495883e+00,3.9182724041e+00,-1.2818070725e-03,9.7762176798e+00,7.9049942642e+03,-2.6160842674e+00,7.6151560743e+04,3.0037380335e-05,2.0917887103e+05,7.0937115536e+04,-1.0143062676e+01,2.0375645889e-02,7.0937114811e+04,9.1331975035e-01,6.9322624915e-01,5.9463461393e-01,9.8951321152e-05,1.2629510455e+04,1.4570228519e+05,6.6008362963e+03,3.1012206186e+04,8.5742811332e-01,1.9395913614e-01,1.7921053147e-02,4.0801030736e-01,1.4298696894e-04,1.5728051499e+00,2.2817977660e+00,3.3016249339e-07,5.7933260111e+00,1.6269942642e+03
1.2574103239e+03,-4.1034216244e+01,7.9377745455e+03,-8.1473557040e-03,-8.9566282888e+00,3.8646097735e+00,-1.2817885785e-03,9.7548142293e+00,7.9378806077e+03,-2.6162810109e+00,7.6145834172e+04,3.0040768854e-05,2.0915527621e+05,7.0937115536e+04,-1.0143062401e+01,2.0375646866e-02,7.0937114811e+04,9.1331292217e-01,6.9321725606e-01,5.9463461042e-01,9.8950032567e-05,1.2629510455e+04,1.4569080849e+05,6.6008598532e+03,3.1011040111e+04,8.6696674298e-01,1.9640360174e-01,1.8176664120e-02,4.1251623190e-01,1.4298696428e-04,1.5728051501e+00,2.2818041741e+00,-1.0013524407e-06,5.8022553604e+00,1.6598806077e+03
1.2658535377e+03,-1.1665507023e+02,7.9701793031e+03,-1.8969437581e-02,-8.9561013145e+00,3.8113947527e+00,-1.2816977739e-03,9.7333695275e+00,7.9710329650e+03,-2.6164760730e+00,7.6140157387e+04,3.0044128543e-05,2.0913188739e+05,7.0937115536e+04,-1.0143061055e+01,2.0375661030e-02,7.0937114811e+04,9.1330615229e-01,6.9320841181e-01,5.9463452290e-01,9.8948754714e-05,1.2629510455e+04,1.4567943157e+05,6.6008832091e+03,3.1009884130e+04,8.7642646812e-01,1.9883810446e-01,1.8432318284e-02,4.1698370018e-01,1.4298694720e-04,1.5728051517e+00,2.2818104079e+00,-2.3217459427e-06,5.8111056264e+00,1.6930329650e+03
1.2747224565e+03,-1.9608159481e+02,8.0037361582e+03,-3.0336008399e-02,-8.9550170374e+00,3.7559815307e+00,-1.2815265037e-03,9.7108047577e+00,8.0061376757e+03,-2.6166791157e+00,7.6134249250e+04,3.0047625818e-05,2.0910754631e+05,7.0937115536e+04,-1.0143058528e+01,2.0375711417e-02,7.0937114811e+04,9.1329910538e-01,6.9319928065e-01,5.9463434429e-01,9.8947424015e-05,1.2629510455e+04,1.4566759098e+05,6.6009075209e+03,3.1008680992e+04,8.8627856823e-01,2.0138462310e-01,1.8700907614e-02,4.2163519950e-01,1.4298691148e-04,1.5728051572e+00,2.2818167744e+00,-3.6966661224e-06,5.8203173562e+00,1.7281376757e+03
1.2848876501e+03,-2.8710203410e+02,8.0415961949e+03,-4.3361585915e-02,-8.9531238391e+00,3.6930835040e+00,-1.2812372057e-03,9.6849003034e+00,8.0467196386e+03,-2.6169094440e+00,7.6127548264e+04,3.0051593235e-05,2.0907993989e+05,7.0937115536e+04,-1.0143054281e+01,2.0375840627e-02,7.0937114811e+04,9.1329111142e-01,6.9318901348e-01,5.9463403535e-01,9.8945913447e-05,1.2629510455e+04,1.4565416143e+05,6.6009351003e+03,3.1007316341e+04,8.9746460990e-01,2.0428981700e-01,1.9008808809e-02,4.2691489488e-01,1.4298685092e-04,1.5728051707e+00,2.2818238507e+00,-5.2572803085e-06,5.8307692035e+00,1.7687196385e+03
1.2962955801e+03,-3.8922274471e+02,8.0833276921e+03,-5.7975457936e-02,-8.9501973742e+00,3.6232812510e+00,-1.2807979155e-03,9.6557859183e+00,8.0926930577e+03,-2.6171648211e+00,7.6120119906e+04,3.0055992324e-05,2.0904933830e+05,7.0937115536e+04,-1.0143047868e+01,2.0376111320e-02,7.0937114811e+04,9.1328224801e-01,6.9317774101e-01,5.9463356289e-01,9.8944236839e-05,1.2629510455e+04,1.4563927413e+05,6.6009656796e+03,3.1005803492e+04,9.0988414271e-01,2.0753299074e-01,1.9354419650e-02,4.3277475237e-01,1.4298676085e-04,1.5728051987e+00,2.2818315223e+00,-6.9891758040e-06,5.8423644994e+00,1.8146930577e+03
1.3084239722e+03,-4.9775085399e+02,8.1268268333e+03,-7.3505998067e-02,-8.9461882996e+00,3.5499855076e+00,-1.2802025532e-03,9.6247952619e+00,8.1420556555e+03,-2.6174326415e+00,7.6112331162e+04,3.0060605987e-05,2.0901725368e+05,7.0937115536e+04,-1.0143039233e+01,2.0376585741e-02,7.0937114811e+04,9.1327295264e-01,6.9316604281e-01,5.9463292318e-01,9.8942475984e-05,1.2629510455e+04,1.4562366457e+05,6.6009977495e+03,3.1004217167e+04,9.2293365360e-01,2.1096106193e-01,1.9721932405e-02,4.3892949746e-01,1.4298663895e-04,1.5728052472e+00,2.2818393791e+00,-8.8077211754e-06,5.8545374016e+00,1.8640556555e+03
1.3205523643e+03,-6.0622490265e+02,8.1694427490e+03,-8.9028540340e-02,-8.9412884628e+00,3.4776357406e+00,-1.2794798835e-03,9.5937787840e+00,8.1919047522e+03,-2.6176965899e+00,7.6104656577e+04,3.0065153182e-05,2.0898564092e+05,7.0937115536e+04,-1.0143028823e+01,2.0377292764e-02,7.0937114811e+04,9.1326379156e-01,6.9315463531e-01,5.9463215077e-01,9.8940737443e-05,1.2629510455e+04,1.4560828380e+05,6.6010293564e+03,3.1002654013e+04,9.3582534087e-01,2.1436862773e-01,2.0089519044e-02,4.4500738741e-01,1.4298649220e-04,1.5728053190e+00,2.2818469417e+00,-1.0602766679e-05,5.8665521658e+00,1.9139047522e+03
1.3326807564e+03,-7.1463429709e+02,8.2111869257e+03,-1.0454157083e-01,-8.9355323532e+00,3.4062339742e+00,-1.2786348528e-03,9.5627490795e+00,8.2422262113e+03,-2.6179566024e+00,7.6097097948e+04,3.0069632794e-05,2.0895450737e+05,7.0937115536e+04,-1.0143016736e+01,2.0378269122e-02,7.0937114811e+04,9.1325476700e-01,6.9314351399e-01,5.9463125436e-01,9.8939021211e-05,1.2629510455e+04,1.4559313540e+05,6.6010604925e+03,3.1001114401e+04,9.4856056263e-01,2.1775572584e-01,2.0457176124e-02,4.5100909898e-01,1.4298632216e-04,1.5728054176e+00,2.2818542244e+00,-1.2374262863e-05,5.8784101545e+00,1.9642262113e+03
1.3448091485e+03,-8.2296885744e+02,8.2520708678e+03,-1.2004363493e-01,-8.9289537085e+00,3.3357811075e+00,-1.2776722988e-03,9.5317181849e+00,8.2930061716e+03,-2.6182126256e+00,7.6089656758e+04,3.0074043892e-05,2.0892385905e+05,7.0937115536e+04,-1.0143003066e+01,2.0379547394e-02,7.0937114811e+04,9.1324588081e-01,6.9313267414e-01,5.9463024231e-01,9.8937327268e-05,1.2629510455e+04,1.4557822237e+05,6.6010911515e+03,3.0999598635e+04,9.6114073203e-01,2.2112240270e-01,2.0824900283e-02,4.5693533549e-01,1.4298612804e-04,1.5728055464e+00,2.2818612404e+00,-1.4122188189e-05,5.8901127943e+00,2.0150061716e+03
1.3569375406e+03,-9.3121880839e+02,8.2921060839e+03,-1.3553333606e-01,-8.9215854960e+00,3.2662769811e+00,-1.2765969483e-03,9.5006975907e+00,8.3442310487e+03,-2.6184646161e+00,7.6082334195e+04,3.0078385722e-05,2.0889370078e+05,7.0937115536e+04,-1.0142987906e+01,2.0381156244e-02,7.0937114811e+04,9.1323713451e-01,6.9312211087e-01,5.9462912262e-01,9.8935655580e-05,1.2629510455e+04,1.4556354706e+05,6.6011213282e+03,3.0998106960e+04,9.7356731226e-01,2.2446871306e-01,2.1192688242e-02,4.6278682440e-01,1.4298591607e-04,1.5728057079e+00,2.2818680029e+00,-1.5846547361e-05,5.9016615584e+00,2.0662310487e+03
1.3690659327e+03,-1.0393747697e+03,8.3313040747e+03,-1.5100933427e-01,-8.9134598971e+00,3.1977204437e+00,-1.2754134150e-03,9.4696982528e+00,8.3958875362e+03,-2.6187125403e+00,7.6075131170e+04,3.0082657693e-05,2.0886403626e+05,7.0937115536e+04,-1.0142971346e+01,2.0383120664e-02,7.0937114811e+04,9.1322852926e-01,6.9311181919e-01,5.9462790294e-01,9.8934006096e-05,1.2629510455e+04,1.4554911132e+05,6.6011510185e+03,3.0996639567e+04,9.8584181174e-01,2.2779471954e-01,2.1560536808e-02,4.6856431494e-01,1.4298568158e-04,1.5728059049e+00,2.2818745240e+00,-1.7547369697e-05,5.9130579651e+00,2.1178875361e+03
1.3811943248e+03,-1.1474277466e+03,8.3696763213e+03,-1.6647034488e-01,-8.9046082957e+00,3.1301094143e+00,-1.2741261976e-03,9.4387306069e+00,8.4479626055e+03,-2.6189563734e+00,7.6068048336e+04,3.0086859367e-05,2.0883486809e+05,7.0937115536e+04,-1.0142953472e+01,2.0385462205e-02,7.0937114811e+04,9.1322006593e-01,6.9310179398e-01,5.9462659058e-01,9.8932378750e-05,1.2629510455e+04,1.4553491645e+05,6.6011802194e+03,3.0995196591e+04,9.9796577959e-01,2.3110049215e-01,2.1928442880e-02,4.7426857589e-01,1.4298543078e-04,1.5728061393e+00,2.2818808157e+00,-1.9224707559e-05,5.9243035762e+00,2.1699626055e+03
1.3933227169e+03,-1.2553691202e+03,8.4072342740e+03,-1.8191513705e-01,-8.8950612695e+00,3.0634409449e+00,-1.2727396787e-03,9.4078045809e+00,8.5004435060e+03,-2.6191960988e+00,7.6061086106e+04,3.0090990450e-05,2.0880619791e+05,7.0937115536e+04,-1.0142934370e+01,2.0388199207e-02,7.0937114811e+04,9.1321174510e-01,6.9309203001e-01,5.9462519248e-01,9.8930773466e-05,1.2629510455e+04,1.4552096328e+05,6.6012089288e+03,3.0993778120e+04,1.0099408012e+00,2.3438610791e-01,2.2296403445e-02,4.7990039340e-01,1.4298516135e-04,1.5728064129e+00,2.2818868892e+00,-2.0878634820e-05,5.9353999808e+00,2.2224435060e+03
1.4054511090e+03,-1.3631906373e+03,8.4439893427e+03,-1.9734253242e-01,-8.8848485846e+00,2.9977112788e+00,-1.2712581244e-03,9.3769296093e+00,8.5533177640e+03,-2.6194317078e+00,7.6054244669e+04,3.0095050781e-05,2.0877802643e+05,7.0937115536e+04,-1.0142914119e+01,2.0391347015e-02,7.0937114811e+04,9.1320356708e-01,6.9308252202e-01,5.9462371531e-01,9.8929190151e-05,1.2629510455e+04,1.4550725219e+05,6.6012371458e+03,3.0992384196e+04,1.0217684943e+00,2.3765165041e-01,2.2664415585e-02,4.8546056904e-01,1.4298487562e-04,1.5728067273e+00,2.2818927553e+00,-2.2509245399e-05,5.9463488086e+00,2.2753177639e+03
1.4180164760e+03,-1.4747620278e+03,8.4812339911e+03,-2.1330621163e-01,-8.8735967744e+00,2.9305987640e+00,-1.2696273848e-03,9.3450056417e+00,8.6084988875e+03,-2.6196714624e+00,7.6047284120e+04,3.0099182740e-05,2.0874936577e+05,7.0937115536e+04,-1.0142892012e+01,2.0395054901e-02,7.0937114811e+04,9.1319524509e-01,6.9307293574e-01,5.9462210824e-01,9.8927572849e-05,1.2629510455e+04,1.4549330238e+05,6.6012658598e+03,3.0990965939e+04,1.0338686989e+00,2.4101377220e-01,2.3045738247e-02,4.9114638256e-01,1.4298456425e-04,1.5728070972e+00,2.2818986250e+00,-2.4174133749e-05,5.9575382314e+00,2.3304988874e+03
1.4305818430e+03,-1.5861879056e+03,8.5176416166e+03,-2.2924881062e-01,-8.8616928180e+00,2.8644832767e+00,-1.2679035713e-03,9.3131555152e+00,8.6640758788e+03,-2.6199068026e+00,7.6040452967e+04,3.0103238806e-05,2.0872123919e+05,7.0937115536e+04,-1.0142868841e+01,2.0399228268e-02,7.0937114811e+04,9.1318707625e-01,6.9306361251e-01,5.9462042973e-01,9.8925978886e-05,1.2629510455e+04,1.4547961189e+05,6.6012940456e+03,3.0989573984e+04,1.0458143922e+00,2.4435455104e-01,2.3427110200e-02,4.9675709312e-01,1.4298423736e-04,1.5728075133e+00,2.2819042939e+00,-2.5814260583e-05,5.9685728961e+00,2.3860758787e+03
1.4431472099e+03,-1.6974602680e+03,8.5532247069e+03,-2.4516918733e-01,-8.8491670518e+00,2.7993582775e+00,-1.2660910301e-03,9.2813881440e+00,8.7200357974e+03,-2.6201377411e+00,7.6033750773e+04,3.0107219187e-05,2.0869364481e+05,7.0937115536e+04,-1.0142844686e+01,2.0403875449e-02,7.0937114811e+04,9.1317906012e-01,6.9305454632e-01,5.9461868611e-01,9.8924408120e-05,1.2629510455e+04,1.4546617984e+05,6.6013217047e+03,3.0988208246e+04,1.0576074562e+00,2.4767409954e-01,2.3808528518e-02,5.0229363152e-01,1.4298389727e-04,1.5728079762e+00,2.2819097725e+00,-2.7429788908e-05,5.9794546943e+00,2.4420357974e+03
1.4557125769e+03,-1.8085714873e+03,8.5879956632e+03,-2.6106625347e-01,-8.8360488811e+00,2.7352165475e+00,-1.2641939733e-03,9.2497119408e+00,8.7763660135e+03,-2.6203642973e+00,7.6027176911e+04,3.0111124205e-05,2.0866657998e+05,7.0937115536e+04,-1.0142819624e+01,2.0409002270e-02,7.0937114811e+04,9.1317119604e-01,6.9304573118e-01,5.9461688337e-01,9.8922860395e-05,1.2629510455e+04,1.4545300498e+05,6.6013488394e+03,3.0986868600e+04,1.0692497932e+00,2.5097253616e-01,2.4189990380e-02,5.0775693798e-01,1.4298354398e-04,1.5728084867e+00,2.2819150704e+00,-2.9020898581e-05,5.9901855374e+00,2.4983660134e+03
1.4682779439e+03,-1.9195142997e+03,8.6219667919e+03,-2.7693897284e-01,-8.8223667873e+00,2.6720502451e+00,-1.2622164806e-03,9.2181348349e+00,8.8330542047e+03,-2.6205864961e+00,7.6020730586e+04,3.0114954283e-05,2.0864004136e+05,7.0937115536e+04,-1.0142793730e+01,2.0414612260e-02,7.0937114811e+04,9.1316348315e-01,6.9303716109e-01,5.9461502716e-01,9.8921335545e-05,1.2629510455e+04,1.4544008572e+05,6.6013754526e+03,3.0985554888e+04,1.0807433219e+00,2.5424998469e-01,2.4571493075e-02,5.1314796035e-01,1.4298317981e-04,1.5728090449e+00,2.2819201971e+00,-3.0587784887e-05,6.0007673530e+00,2.5550542046e+03
1.4808433109e+03,-2.0302817934e+03,8.6551502973e+03,-2.9278635967e-01,-8.8081483373e+00,2.6098509609e+00,-1.2601624999e-03,9.1866642889e+00,8.8900883525e+03,-2.6208043681e+00,7.6014410851e+04,3.0118709935e-05,2.0861402499e+05,7.0937115536e+04,-1.0142767074e+01,2.0420706857e-02,7.0937114811e+04,9.1315592038e-01,6.9302883006e-01,5.9461312283e-01,9.8919833392e-05,1.2629510455e+04,1.4542742015e+05,6.6014015481e+03,3.0984266920e+04,1.0920899739e+00,2.5750657397e-01,2.4953033998e-02,5.1846765240e-01,1.4298280400e-04,1.5728096511e+00,2.2819251612e+00,-3.2130657189e-05,6.0112020845e+00,2.6120883524e+03
1.4934086778e+03,-2.1408673974e+03,8.6875582750e+03,-3.0860747699e-01,-8.7934201943e+00,2.5486097693e+00,-1.2580358494e-03,9.1553073161e+00,8.9474567386e+03,-2.6210179487e+00,7.6008216617e+04,3.0122391764e-05,2.0858852632e+05,7.0937115536e+04,-1.0142739723e+01,2.0427285592e-02,7.0937114811e+04,9.1314850652e-01,6.9302073217e-01,5.9461117544e-01,9.8918353749e-05,1.2629510455e+04,1.4541500610e+05,6.6014271299e+03,3.0983004477e+04,1.1032916905e+00,2.6074243742e-01,2.5334610645e-02,5.2371697223e-01,1.4298241809e-04,1.5728103051e+00,2.2819299713e+00,-3.3649737645e-05,6.0214916757e+00,2.6694567385e+03
1.5059740448e+03,-2.2512648700e+03,8.7192027050e+03,-3.2440143500e-01,-8.7782081312e+00,2.4883172773e+00,-1.2558402194e-03,9.1240704975e+00,9.0051479405e+03,-2.6212272775e+00,7.6002146670e+04,3.0126000444e-05,2.0856354028e+05,7.0937115536e+04,-1.0142711742e+01,2.0434346278e-02,7.0937114811e+04,9.1314124019e-01,6.9301286151e-01,5.9460918974e-01,9.8916896419e-05,1.2629510455e+04,1.4540284114e+05,6.6014522029e+03,3.0981767315e+04,1.1143504198e+00,2.6395771270e-01,2.5716220620e-02,5.2889688078e-01,1.4298202520e-04,1.5728110068e+00,2.2819346353e+00,-3.5145259992e-05,6.0316380858e+00,2.7271479404e+03
1.5185394118e+03,-2.3614682879e+03,8.7500954470e+03,-3.4016738945e-01,-8.7625370440e+00,2.4289636712e+00,-1.2535791741e-03,9.0929599985e+00,9.0631508275e+03,-2.6214323984e+00,7.5996199682e+04,3.0129536723e-05,2.0853906135e+05,7.0937115536e+04,-1.0142683193e+01,2.0441885172e-02,7.0937114811e+04,9.1313411987e-01,6.9300521226e-01,5.9460717021e-01,9.8915461195e-05,1.2629510454e+04,1.4539092259e+05,6.6014767723e+03,3.0980555166e+04,1.1252681134e+00,2.6715254141e-01,2.6097861624e-02,5.3400834047e-01,1.4298162143e-04,1.5728117558e+00,2.2819391605e+00,-3.6617468394e-05,6.0416432743e+00,2.7851508274e+03
1.5315594166e+03,-2.4754483601e+03,8.7813254948e+03,-3.5647338926e-01,-8.7458403642e+00,2.3684421161e+00,-1.2511709841e-03,9.0608632756e+00,9.1235695951e+03,-2.6216405523e+00,7.5990165708e+04,3.0133125433e-05,2.0851422536e+05,7.0937115536e+04,-1.0142653072e+01,2.0450195818e-02,7.0937114811e+04,9.1312689420e-01,6.9299751364e-01,5.9460504642e-01,9.8913997134e-05,1.2629510454e+04,1.4537882971e+05,6.6015017053e+03,3.0979325239e+04,1.1364341320e+00,2.7044155018e-01,2.6493341483e-02,5.3923356120e-01,1.4298119824e-04,1.5728125811e+00,2.2819437108e+00,-3.8118620201e-05,6.0518635838e+00,2.8455695949e+03
1.5445794215e+03,-2.5892081414e+03,8.8117739795e+03,-3.7274762134e-01,-8.7287024260e+00,2.3089059567e+00,-1.2486999433e-03,9.0289143488e+00,9.1842996251e+03,-2.6218442953e+00,7.5984260528e+04,3.0136638232e-05,2.0848992044e+05,7.0937115536e+04,-1.0142622465e+01,2.0459007262e-02,7.0937114811e+04,9.1311982160e-01,6.9299004019e-01,5.9460289523e-01,9.8912556333e-05,1.2629510454e+04,1.4536699495e+05,6.6015261103e+03,3.0978121517e+04,1.1474529926e+00,2.7370892701e-01,2.6888849960e-02,5.4438739345e-01,1.4298076652e-04,1.5728134559e+00,2.2819481272e+00,-3.9595304116e-05,6.0619365521e+00,2.9062996250e+03
1.5575994264e+03,-2.7027420493e+03,8.8414536528e+03,-3.8898929064e-01,-8.7111480595e+00,2.2503431360e+00,-1.2461696054e-03,8.9971187775e+00,9.2453294928e+03,-2.6220436867e+00,7.5978482362e+04,3.0140076136e-05,2.0846613920e+05,7.0937115536e+04,-1.0142591430e+01,2.0468311115e-02,7.0937114811e+04,9.1311290000e-01,6.9298278568e-01,5.9460072076e-01,9.8911138536e-05,1.2629510454e+04,1.4535541473e+05,6.6015499945e+03,3.0976943641e+04,1.1583268623e+00,2.7695484041e-01,2.7284384827e-02,5.4947090444e-01,1.4298032936e-04,1.5728143794e+00,2.2819524169e+00,-4.1047819989e-05,6.0718643541e+00,2.9673294927e+03
